NOC,Region,Occupational category
#2111,Mainland / Southwest,STEM occupations
#2112,Mainland / Southwest,STEM occupations
#2113,Mainland / Southwest,STEM occupations
#2114,Mainland / Southwest,STEM occupations
#2115,Mainland / Southwest,STEM occupations
#2121,Mainland / Southwest,STEM occupations
#2122,Mainland / Southwest,STEM occupations
#2123,Mainland / Southwest,STEM occupations
#2131,Mainland / Southwest,STEM occupations
#2132,Mainland / Southwest,STEM occupations
#2133,Mainland / Southwest,STEM occupations
#2134,Mainland / Southwest,STEM occupations
#2141,Mainland / Southwest,STEM occupations
#2142,Mainland / Southwest,STEM occupations
#2143,Mainland / Southwest,STEM occupations
#2144,Mainland / Southwest,STEM occupations
#2145,Mainland / Southwest,STEM occupations
#2146,Mainland / Southwest,STEM occupations
#2147,Mainland / Southwest,STEM occupations
#2148,Mainland / Southwest,STEM occupations
#2161,Mainland / Southwest,STEM occupations
#2171,Mainland / Southwest,STEM occupations
#2172,Mainland / Southwest,STEM occupations
#2173,Mainland / Southwest,STEM occupations
#2174,Mainland / Southwest,STEM occupations
#2175,Mainland / Southwest,STEM occupations
#2211,Mainland / Southwest,STEM occupations
#2212,Mainland / Southwest,STEM occupations
#2221,Mainland / Southwest,STEM occupations
#2222,Mainland / Southwest,STEM occupations
#2223,Mainland / Southwest,STEM occupations
#2224,Mainland / Southwest,STEM occupations
#2225,Mainland / Southwest,STEM occupations
#2231,Mainland / Southwest,STEM occupations
#2232,Mainland / Southwest,STEM occupations
#2233,Mainland / Southwest,STEM occupations
#2234,Mainland / Southwest,STEM occupations
#2241,Mainland / Southwest,STEM occupations
#2242,Mainland / Southwest,STEM occupations
#2243,Mainland / Southwest,STEM occupations
#2244,Mainland / Southwest,STEM occupations
#2261,Mainland / Southwest,STEM occupations
#2262,Mainland / Southwest,STEM occupations
#2263,Mainland / Southwest,STEM occupations
#2264,Mainland / Southwest,STEM occupations
#2281,Mainland / Southwest,STEM occupations
#2282,Mainland / Southwest,STEM occupations
#2283,Mainland / Southwest,STEM occupations
#5222,Mainland / Southwest,STEM occupations
#5223,Mainland / Southwest,STEM occupations
#5224,Mainland / Southwest,STEM occupations
#5225,Mainland / Southwest,STEM occupations
#5226,Mainland / Southwest,STEM occupations
#5241,Mainland / Southwest,STEM occupations
#7202,Mainland / Southwest,STEM occupations
#7245,Mainland / Southwest,STEM occupations
#7246,Mainland / Southwest,STEM occupations
#7247,Mainland / Southwest,STEM occupations
#6322,Mainland / Southwest,Trades – non-construction
#6331,Mainland / Southwest,Trades – non-construction
#6332,Mainland / Southwest,Trades – non-construction
#6341,Mainland / Southwest,Trades – non-construction
#6346,Mainland / Southwest,Trades – non-construction
#7231,Mainland / Southwest,Trades – non-construction
#7232,Mainland / Southwest,Trades – non-construction
#7314,Mainland / Southwest,Trades – non-construction
#7315,Mainland / Southwest,Trades – non-construction
#7321,Mainland / Southwest,Trades – non-construction
#7322,Mainland / Southwest,Trades – non-construction
#7332,Mainland / Southwest,Trades – non-construction
#7334,Mainland / Southwest,Trades – non-construction
#2225,Mainland / Southwest,Trades – construction
#2243,Mainland / Southwest,Trades – construction
#7233,Mainland / Southwest,Trades – construction
#7234,Mainland / Southwest,Trades – construction
#7235,Mainland / Southwest,Trades – construction
#7236,Mainland / Southwest,Trades – construction
#7237,Mainland / Southwest,Trades – construction
#7241,Mainland / Southwest,Trades – construction
#7242,Mainland / Southwest,Trades – construction
#7244,Mainland / Southwest,Trades – construction
#7251,Mainland / Southwest,Trades – construction
#7252,Mainland / Southwest,Trades – construction
#7253,Mainland / Southwest,Trades – construction
#7271,Mainland / Southwest,Trades – construction
#7272,Mainland / Southwest,Trades – construction
#7281,Mainland / Southwest,Trades – construction
#7282,Mainland / Southwest,Trades – construction
#7283,Mainland / Southwest,Trades – construction
#7284,Mainland / Southwest,Trades – construction
#7291,Mainland / Southwest,Trades – construction
#7292,Mainland / Southwest,Trades – construction
#7293,Mainland / Southwest,Trades – construction
#7294,Mainland / Southwest,Trades – construction
#7295,Mainland / Southwest,Trades – construction
#7311,Mainland / Southwest,Trades – construction
#7312,Mainland / Southwest,Trades – construction
#7313,Mainland / Southwest,Trades – construction
#7331,Mainland / Southwest,Trades – construction
#7333,Mainland / Southwest,Trades – construction
#7371,Mainland / Southwest,Trades – construction
#7373,Mainland / Southwest,Trades – construction
#7384,Mainland / Southwest,Trades – construction
#7521,Mainland / Southwest,Trades – construction
#7611,Mainland / Southwest,Trades – construction
#8412,Mainland / Southwest,Trades – construction
#0011,Mainland / Southwest,Management occupations
#0012,Mainland / Southwest,Management occupations
#0013,Mainland / Southwest,Management occupations
#0014,Mainland / Southwest,Management occupations
#0015,Mainland / Southwest,Management occupations
#0016,Mainland / Southwest,Management occupations
#0111,Mainland / Southwest,Management occupations
#0112,Mainland / Southwest,Management occupations
#0113,Mainland / Southwest,Management occupations
#0114,Mainland / Southwest,Management occupations
#0121,Mainland / Southwest,Management occupations
#0122,Mainland / Southwest,Management occupations
#0124,Mainland / Southwest,Management occupations
#0125,Mainland / Southwest,Management occupations
#0131,Mainland / Southwest,Management occupations
#0132,Mainland / Southwest,Management occupations
#0211,Mainland / Southwest,Management occupations
#0212,Mainland / Southwest,Management occupations
#0213,Mainland / Southwest,Management occupations
#0311,Mainland / Southwest,Management occupations
#0411,Mainland / Southwest,Management occupations
#0412,Mainland / Southwest,Management occupations
#0413,Mainland / Southwest,Management occupations
#0414,Mainland / Southwest,Management occupations
#0421,Mainland / Southwest,Management occupations
#0422,Mainland / Southwest,Management occupations
#0423,Mainland / Southwest,Management occupations
#0431,Mainland / Southwest,Management occupations
#0432,Mainland / Southwest,Management occupations
#0433,Mainland / Southwest,Management occupations
#0511,Mainland / Southwest,Management occupations
#0512,Mainland / Southwest,Management occupations
#0513,Mainland / Southwest,Management occupations
#0601,Mainland / Southwest,Management occupations
#0621,Mainland / Southwest,Management occupations
#0631,Mainland / Southwest,Management occupations
#0632,Mainland / Southwest,Management occupations
#0651,Mainland / Southwest,Management occupations
#0711,Mainland / Southwest,Management occupations
#0712,Mainland / Southwest,Management occupations
#0714,Mainland / Southwest,Management occupations
#0731,Mainland / Southwest,Management occupations
#0811,Mainland / Southwest,Management occupations
#0821,Mainland / Southwest,Management occupations
#0822,Mainland / Southwest,Management occupations
#0823,Mainland / Southwest,Management occupations
#0911,Mainland / Southwest,Management occupations
#0912,Mainland / Southwest,Management occupations
#3011,Mainland / Southwest,Health occupations
#3012,Mainland / Southwest,Health occupations
#3111,Mainland / Southwest,Health occupations
#3112,Mainland / Southwest,Health occupations
#3113,Mainland / Southwest,Health occupations
#3114,Mainland / Southwest,Health occupations
#3121,Mainland / Southwest,Health occupations
#3122,Mainland / Southwest,Health occupations
#3124,Mainland / Southwest,Health occupations
#3125,Mainland / Southwest,Health occupations
#3131,Mainland / Southwest,Health occupations
#3132,Mainland / Southwest,Health occupations
#3141,Mainland / Southwest,Health occupations
#3142,Mainland / Southwest,Health occupations
#3143,Mainland / Southwest,Health occupations
#3144,Mainland / Southwest,Health occupations
#3211,Mainland / Southwest,Health occupations
#3212,Mainland / Southwest,Health occupations
#3213,Mainland / Southwest,Health occupations
#3214,Mainland / Southwest,Health occupations
#3215,Mainland / Southwest,Health occupations
#3216,Mainland / Southwest,Health occupations
#3217,Mainland / Southwest,Health occupations
#3219,Mainland / Southwest,Health occupations
#3221,Mainland / Southwest,Health occupations
#3222,Mainland / Southwest,Health occupations
#3223,Mainland / Southwest,Health occupations
#3231,Mainland / Southwest,Health occupations
#3232,Mainland / Southwest,Health occupations
#3233,Mainland / Southwest,Health occupations
#3234,Mainland / Southwest,Health occupations
#3236,Mainland / Southwest,Health occupations
#3237,Mainland / Southwest,Health occupations
#3411,Mainland / Southwest,Health occupations
#3413,Mainland / Southwest,Health occupations
#3414,Mainland / Southwest,Health occupations
#1111,Mainland / Southwest,Non-management occupations
#1112,Mainland / Southwest,Non-management occupations
#1113,Mainland / Southwest,Non-management occupations
#1114,Mainland / Southwest,Non-management occupations
#1121,Mainland / Southwest,Non-management occupations
#1122,Mainland / Southwest,Non-management occupations
#1123,Mainland / Southwest,Non-management occupations
#1211,Mainland / Southwest,Non-management occupations
#1212,Mainland / Southwest,Non-management occupations
#1213,Mainland / Southwest,Non-management occupations
#1214,Mainland / Southwest,Non-management occupations
#1215,Mainland / Southwest,Non-management occupations
#1221,Mainland / Southwest,Non-management occupations
#1222,Mainland / Southwest,Non-management occupations
#1223,Mainland / Southwest,Non-management occupations
#1224,Mainland / Southwest,Non-management occupations
#1225,Mainland / Southwest,Non-management occupations
#1226,Mainland / Southwest,Non-management occupations
#1227,Mainland / Southwest,Non-management occupations
#1228,Mainland / Southwest,Non-management occupations
#1241,Mainland / Southwest,Non-management occupations
#1242,Mainland / Southwest,Non-management occupations
#1243,Mainland / Southwest,Non-management occupations
#1251,Mainland / Southwest,Non-management occupations
#1252,Mainland / Southwest,Non-management occupations
#1253,Mainland / Southwest,Non-management occupations
#1254,Mainland / Southwest,Non-management occupations
#1311,Mainland / Southwest,Non-management occupations
